Mean nominal monthly earnings of employees by sex and economic activity (local currency),,,,,,,,,,,,
Reference area,Source,Sex,Time,Total,Agriculture,Manufacturing,Construction,"Mining and quarrying; Electricity, gas and water supply","Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Public Administration, Community, Social and other Services and Activities",Not classified,
Greece,LFS - Labour Force Survey,Female,2020Q4,863.19,640.04,744.29,907.03,885.29,777.88,966.68,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Euro 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2019Q3,16339.18,7593.05,13749.80,10509.35,23206.17,17122.41,17913.77,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2019Q3,17143.95,9329.97,14180.40,13110.24,23786.86,16474.02,21828.38,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2019Q3,14053.67,4850.98,11248.36,4431.54,18013.62,21033.71,13462.97,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2019Q4,16124.48,9536.50,13534.42,11248.00,23374.70,16811.95,17834.21,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2019Q4,17405.09,12702.56,14294.75,13696.29,25059.95,16661.65,22632.66,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2019Q4,12287.81,4314.01,9486.27,5162.01,13893.14,17946.14,12426.75,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2020Q1,17132.88,10934.53,15117.60,10196.43,21466.47,17409.43,19169.40,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2020Q1,18544.71,11789.90,15798.89,14409.38,21770.69,17219.30,24050.62,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2020Q1,12935.28,5212.69,10186.08,4731.71,16792.23,18724.29,13173.25,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2020Q2,16967.79,8456.26,15732.61,7618.87,21187.65,18976.41,19604.14,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2020Q2,18478.78,10525.20,16709.49,9560.91,21546.69,18551.21,23787.20,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2020Q2,12546.78,4385.09,9408.39,5012.28,11637.59,22199.28,13963.21,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2020Q3,16565.58,6902.63,13801.82,9029.20,24936.44,17351.97,19756.08,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2020Q3,17904.39,8122.39,14505.28,12484.72,24090.17,16946.32,24956.73,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2020Q3,12668.02,4376.24,9649.46,4514.82,36997.85,20175.57,13247.34,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2020Q4,17419.02,6667.07,14271.58,11391.60,23861.85,17468.33,20935.09,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2020Q4,18741.70,8022.72,14775.62,15052.83,23849.12,17450.13,26672.04,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2020Q4,12900.23,4315.14,10582.58,4969.80,24015.85,17609.76,13246.97,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2021Q1,16958.90,9391.14,14264.96,9546.34,24305.66,17949.11,18849.16,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2021Q1,18631.65,11669.73,14908.20,12508.71,24980.72,18041.50,24814.34,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2021Q1,12339.38,5770.31,9516.80,5474.40,17297.12,17356.21,12630.82,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2021Q2,17108.94,7687.69,14731.11,8978.05,22319.78,18684.59,19477.09,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2021Q2,18702.09,9188.96,15407.29,12772.00,22930.57,18591.17,24544.82,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2021Q2,12508.27,4909.91,9493.94,4652.42,15197.63,19428.82,13697.44,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2021Q3,18311.67,7910.49,15082.56,11184.97,21467.00,20057.29,21105.75,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2021Q3,19309.31,9252.58,15493.14,14579.95,21983.64,19535.22,25641.86,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2021Q3,15079.35,5681.67,11104.68,5028.77,15765.46,23233.08,15244.93,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2021Q4,17875.09,10059.34,14452.66,15100.25,24354.67,19134.08,19762.19,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2021Q4,19416.40,12577.57,15138.37,20555.35,25190.76,19043.37,24851.29,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2021Q4,13088.32,6443.22,10078.61,5535.35,15171.69,19844.85,13592.49,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2022Q1,18644.36,8991.14,14456.34,11446.83,22584.88,19580.48,22294.61,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2022Q1,20111.50,12070.55,15022.06,13948.30,23363.94,19684.79,28481.59,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2022Q1,14160.40,5321.38,10672.56,6477.28,12789.63,18871.92,14973.51,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Total,2022Q2,18542.58,9161.31,14921.58,10271.06,22169.45,20838.31,20874.47,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Male,2022Q2,19935.46,11088.65,15389.50,13871.26,22469.58,20490.18,26557.73,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
India,LFS - Periodic Labour Force Survey,Female,2022Q2,14114.29,5883.16,11107.66,5623.77,17818.06,23384.48,14039.54,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indian rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Indonesia,LFS - National Labour Force Survey,Total,2019Q3,2634359.36,1491204.71,2719568.29,2400987.74,3792877.20,2893190.08,2896827.00,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Male,2019Q3,2835554.78,1692213.68,3023708.88,2379975.85,3875642.04,3061769.75,3450037.52,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Female,2019Q3,2227531.12,961915.28,2196275.79,3366641.88,2928247.39,2515038.89,2386585.35,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Total,2020Q1,2655423.13,1476319.10,2719633.86,2523399.84,4182363.73,2845999.71,2910751.70,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Male,2020Q1,2869947.99,1705390.17,3012563.07,2512454.56,4227374.25,2993530.82,3462694.50,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Female,2020Q1,2246476.88,921289.66,2212406.01,3148502.85,3504361.84,2528512.84,2422675.85,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Total,2020Q3,2460714.35,1364458.42,2547057.60,2316742.63,3526655.85,2705835.05,2774994.49,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Male,2020Q3,2629105.42,1558027.57,2826768.67,2291662.80,3585571.09,2825003.96,3257696.55,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Female,2020Q3,2119600.15,863992.67,2066976.31,3545153.48,2891409.29,2430684.24,2329425.70,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Total,2021Q1,2577335.83,1405349.85,2771844.47,2374531.45,3519634.21,2773586.96,2870928.92,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Male,2021Q1,2757980.25,1605187.37,3087845.12,2359076.54,3537997.52,2894184.01,3406413.09,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Female,2021Q1,2220777.51,886514.28,2215133.05,3604084.91,3261203.83,2497669.25,2407502.07,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Total,2021Q3,2448126.78,1389905.83,2562185.92,2267421.97,3420424.32,2628700.73,2770739.60,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Male,2021Q3,2604416.67,1574918.49,2829861.13,2248243.22,3457058.86,2733555.22,3281935.36,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Female,2021Q3,2135092.42,879033.88,2118855.50,3450545.58,2979022.11,2392062.49,2319798.20,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Total,2022Q1,2606747.25,1465963.89,2734355.93,2539897.29,3683418.68,2921945.54,2810348.54,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Male,2022Q1,2813689.27,1690038.07,3037003.14,2501796.74,3683454.79,3067457.26,3361266.38,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Female,2022Q1,2185702.29,915651.94,2233645.03,4801661.03,3683044.78,2571266.42,2308578.41,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Total,2022Q3,2770901.95,1603789.06,2866365.83,2619302.40,3987202.53,3101185.24,2929577.42,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Male,2022Q3,2974288.22,1813262.69,3194999.17,2590222.28,3941183.47,3280294.30,3452831.00,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
Indonesia,LFS - National Labour Force Survey,Female,2022Q3,2350888.19,994625.99,2314266.79,4376149.79,4588233.16,2697654.85,2451097.62,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Indonesian rupiah 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Twice a year: February and August"
